City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
393,monghyr,25.3833,86.4667,26.36,28,2,4.35,IN,1738566588
394,prado,-17.3411,-39.2208,24.6,91,0,3.42,BR,1738566502
395,kantunilkin,21.0917,-87.45,20.4,100,100,0.94,MX,1738566590
396,conception bay south,47.4999,-52.9981,-8.48,72,12,7.76,CA,1738566591
397,smithers,54.7804,-127.1743,-26.48,95,8,0.7,CA,1738566592
398,littlefield,33.9173,-102.3249,14.21,27,0,4.85,US,1738566593
399,konin,52.2234,18.2512,-0.65,74,6,2.18,PL,1738566595
400,ciudad bolivar,8.1222,-63.5497,23.47,79,100,4.51,VE,1738566596
401,vernon,50.2581,-119.2691,-9.26,70,100,4.47,CA,1738566305
402,xining,36.6167,101.7667,-5.99,65,1,2.7,CN,1738566379
403,kavarna,43.4333,28.3333,5.36,95,100,6.17,BG,1738566600
404,kani keli,-12.9536,45.1033,28.59,80,100,5.68,YT,1738566514
405,international falls,48.6011,-93.411,-15.9,73,0,2.57,US,1738566603
406,griffith,41.5284,-87.4237,4.97,91,100,1.54,US,1738566604
407,coronel dorrego,-38.7187,-61.2873,17.65,66,2,4.42,AR,1738566606
408,metlili chaamba,32.2667,3.6333,5.69,58,100,4.04,DZ,1738566608
409,la libertad,-2.2333,-80.9,24.85,71,100,2.91,EC,1738566527
410,san nicolas,18.1725,120.5953,28.86,63,17,8.39,PH,1738566610
411,kilindoni,-7.9139,39.6668,27.46,77,100,7.5,TZ,1738566611
412,claudio,-20.4433,-44.7658,18.27,95,100,0.36,BR,1738566612
413,parras de la fuente,25.4167,-102.1833,14.87,17,0,2.91,MX,1738566613
414,kuvshinovo,57.0295,34.1725,-1.7,90,100,1.55,RU,1738566614
415,arkhara,49.4212,130.0842,-16.63,92,100,3.56,RU,1738566616
416,nelson bay,-32.7167,152.15,26.17,76,2,7.15,AU,1738566617
417,alvaraes,-3.2208,-64.8042,24.28,83,97,1.01,BR,1738566618
418,raseiniai,55.3736,23.1217,-0.75,84,87,4.89,LT,1738566619
419,pleven,43.4167,24.6167,4.77,90,70,2.51,BG,1738566620
420,kamin-kashyrskyi,51.6241,24.9586,-1.76,78,15,3.45,UA,1738566615
421,tibati,6.4667,12.6333,23.96,21,57,2.45,CM,1738566623
422,ketchikan,55.3422,-131.6461,-5.01,27,0,6.17,US,1738566624
423,kingscliff,-28.2667,153.5667,27.89,65,75,6.69,AU,1738566625
424,skovorodino,53.9833,123.9167,-20.43,78,100,4.51,RU,1738566626
425,port saint john's,-31.6229,29.5448,23.32,80,100,3.36,ZA,1738566627
426,umm kaddadah,13.6017,26.6876,22.07,26,79,7.58,SD,1738566629
427,buka,40.8108,69.1986,6.2,39,28,0.46,UZ,1738566630
428,escada,-8.3592,-35.2236,23.11,90,51,1.73,BR,1738566440
429,cockburn town,21.4612,-71.1419,24.89,72,6,9.0,TC,1738566632
430,sydney,-33.8679,151.2073,28.95,63,20,10.8,AU,1738566385
431,chibougamau,49.9168,-74.3659,-13.56,94,100,4.85,CA,1738566634
432,port alfred,-33.5906,26.891,23.99,65,0,1.34,ZA,1738566635
433,nizhnesortymskiy,62.4397,71.7603,-15.48,95,100,5.91,RU,1738566637
434,puquio,-14.7,-74.1333,10.55,76,100,2.29,PE,1738566638
435,columbia falls,48.3725,-114.1815,-12.18,72,75,11.83,US,1738566639
436,acajutla,13.5928,-89.8275,26.27,59,4,2.37,SV,1738566640
437,ilheus,-14.7889,-39.0494,23.37,90,0,1.25,BR,1738566641
438,ebaye,8.7748,167.7392,28.01,69,40,6.17,MH,1738566643
439,grand falls-windsor,48.9332,-55.6649,-14.7,84,20,3.25,CA,1738566644
440,crane,31.3974,-102.3501,15.62,17,0,3.7,US,1738566645
441,plettenberg bay,-34.0527,23.3716,22.73,53,0,0.82,ZA,1738566646
442,saipan,15.1355,145.701,29.39,65,0,4.63,MP,1738566647
443,mata-utu,-13.2816,-176.1745,28.95,73,64,4.28,WF,1738566351
444,sos'va,59.1766,61.8558,-12.71,92,100,2.42,RU,1738566649
445,prince rupert,54.3161,-130.3201,-11.96,59,0,4.23,CA,1738566651
446,novyy urgal,51.0736,132.5642,-15.5,88,100,1.06,RU,1738566652
447,porto novo,6.4965,2.6036,26.44,81,11,1.21,BJ,1738566653
448,koulamoutou,-1.1303,12.4736,23.43,91,98,0.41,GA,1738566654
449,concordia,-31.393,-58.0209,25.44,58,0,2.24,AR,1738565999
450,hilo,19.7297,-155.09,20.28,91,46,0.89,US,1738566653
451,nadi,-17.8,177.4167,28.0,69,75,3.09,FJ,1738566658
452,korla,41.7597,86.1469,-3.73,66,3,1.72,CN,1738566659
453,walvis bay,-22.9575,14.5053,18.29,80,36,1.46,NA,1738566660
454,bathsheba,13.2167,-59.5167,26.34,78,40,9.26,BB,1738566661
455,kangding,30.0513,101.9603,8.41,51,31,1.89,CN,1738566662
456,laguna,38.421,-121.4238,14.47,88,40,4.63,US,1738566382
457,fort st. john,56.2499,-120.8529,-23.04,96,100,1.7,CA,1738566523
458,inhambane,-23.865,35.3833,29.58,61,75,3.95,MZ,1738566666
459,bamboo flat,11.7,92.7167,30.05,66,40,5.66,IN,1738566667
460,mutuali,-14.8706,37.0044,25.9,86,100,0.53,MZ,1738566668
461,calvinia,-31.4707,19.776,22.76,31,0,2.68,ZA,1738566669
462,ghormach,35.7306,63.7826,5.32,56,100,1.87,AF,1738566670
463,patnos,39.2336,42.8634,-8.84,73,100,0.44,TR,1738566672
464,zdolbuniv,50.5206,26.2425,-1.91,86,10,4.06,UA,1738566673
465,igarka,67.4667,86.5833,-28.4,94,100,0.89,RU,1738566674
466,east london,-33.0153,27.9116,22.84,61,0,3.73,ZA,1738566612
467,kulhudhuffushi,6.6221,73.07,27.45,73,85,2.79,MV,1738566676
468,simplicio mendes,-7.8539,-41.9103,22.25,81,99,1.98,BR,1738566677
469,sultanah,24.4926,39.5857,17.25,22,0,4.12,SA,1738566678
470,sumbawa besar,-8.5,117.4333,29.54,76,85,4.11,ID,1738566680
471,datong,40.0936,113.2914,-8.05,36,0,6.64,CN,1738566681
472,juuka,63.2333,29.25,-12.47,91,99,4.65,FI,1738566682
473,poronaysk,49.2167,143.1167,-13.03,93,5,0.3,RU,1738566461
474,zaozersk,69.4005,32.4476,-14.58,98,90,2.49,RU,1738566684
475,xunchang,28.4543,104.715,9.55,72,96,1.94,CN,1738566685
476,sheboygan,43.7333,-87.9334,2.4,89,100,0.0,US,1738566685
477,rawai,7.7797,98.3253,30.55,67,3,3.92,TH,1738566688
478,lao cai,22.4833,103.95,14.19,92,100,0.24,VN,1738566689
479,dzhalagash,45.0833,64.6667,-0.13,54,57,7.6,KZ,1738566690
480,pinckneyville,38.0803,-89.382,12.19,90,100,4.23,US,1738566691
481,wabag,-5.4781,143.7021,16.57,96,100,1.33,PG,1738566692
482,san pedro pochutla,15.7333,-96.4667,24.84,82,28,1.58,MX,1738566694
483,carnarvon,-24.8667,113.6333,33.01,49,2,12.98,AU,1738566671
484,hasaki,35.7333,140.8333,10.32,82,100,1.94,JP,1738566696
485,fredericia,55.5657,9.7526,-0.13,89,18,3.62,DK,1738566697
486,petukhovo,55.0692,67.9019,-0.2,97,100,4.08,RU,1738566698
487,tiassale,5.8983,-4.8283,23.98,88,100,0.43,CI,1738566699
488,shenandoah,30.4013,-91.0009,13.86,91,0,0.45,US,1738566701
489,dhulikhel,27.6189,85.5529,18.75,22,0,2.34,NP,1738566702
490,puerto deseado,-47.7503,-65.8938,12.2,53,2,6.23,AR,1738566703
491,zhongxiang,31.1661,112.5831,12.2,26,99,5.19,CN,1738566602
492,kargasok,59.0556,80.8572,-11.73,94,100,5.34,RU,1738566705
493,sao pedro do sul,-29.6206,-54.1789,21.78,83,0,3.21,BR,1738566706
494,al kharijah,25.4514,30.5464,19.69,23,84,2.73,EG,1738566708
495,lautoka,-17.6167,177.4667,27.92,69,75,3.09,FJ,1738566709
496,yantzaza,-3.8278,-78.7594,20.48,99,100,0.25,EC,1738566710
497,tanumah,27.1,44.1333,13.01,29,0,0.46,SA,1738566711
498,mahibadhoo,3.7833,72.9667,27.81,70,17,5.59,MV,1738566713
499,quixada,-4.9714,-39.0153,22.5,95,100,1.4,BR,1738566508
500,ad dawadimi,24.5077,44.3924,14.64,26,0,2.48,SA,1738566715
501,wajir,1.7471,40.0573,29.67,39,82,6.91,KE,1738566718
502,bac giang,21.2667,106.2,14.82,55,100,7.2,VN,1738566719
503,kievka,50.2619,71.5514,-5.38,91,8,2.39,KZ,1738566720
504,balkanabat,39.5108,54.3671,8.56,42,82,1.85,TM,1738566721
505,tangalle,6.024,80.7911,29.14,59,100,3.24,LK,1738566722
506,itoman,26.1247,127.6694,16.01,74,75,11.32,JP,1738566724
507,chokwe,-24.5333,32.9833,31.99,44,0,1.22,MZ,1738566725
508,ormond-by-the-sea,29.3491,-81.0665,17.27,94,100,0.89,US,1738566727
509,adamovka,51.5223,59.9396,-1.98,94,100,4.93,RU,1738566728
510,kendari,-3.945,122.4989,27.63,82,100,1.56,ID,1738566729
511,agnibilekrou,7.1344,-3.2047,23.15,79,94,0.23,CI,1738566731
512,north bend,43.4065,-124.2243,4.03,93,100,3.09,US,1738566663
513,boda,4.3189,17.4695,28.41,21,97,1.75,CF,1738566733
514,ironwood,46.4547,-90.171,-3.55,63,100,4.12,US,1738566734
515,chiredzi,-21.05,31.6667,29.16,50,79,3.43,ZW,1738566480
516,nampula,-15.1165,39.2666,27.48,78,94,0.9,MZ,1738566736
517,pimampiro,0.4,-77.9667,15.23,89,70,1.79,EC,1738566738
518,el calafate,-50.3408,-72.2768,6.56,80,42,3.6,AR,1738566418
519,camana,-16.6228,-72.7111,21.87,86,100,1.87,PE,1738566740
520,karaton,-6.3424,106.1045,31.82,53,100,1.77,ID,1738566741
521,puerto leguizamo,-0.1934,-74.7819,23.5,78,99,0.46,CO,1738566742
522,busan,35.1028,129.0403,2.25,40,0,9.72,KR,1738566743
523,bangassou,4.7413,22.8184,28.06,25,61,2.52,CF,1738566745
524,ust'-kulom,61.6864,53.6902,-16.17,95,100,3.44,RU,1738566746
525,leua,48.2156,18.6071,-0.63,71,41,1.57,SK,1738566617
526,tara,56.8944,74.371,-0.2,94,100,3.4,RU,1738566748
527,daru,-9.0763,143.2092,31.88,67,100,2.22,PG,1738566749
528,valparaiso,-33.0393,-71.6273,15.92,79,100,3.67,CL,1738566750
529,apatity,67.5641,33.4031,-19.02,93,1,2.4,RU,1738566753
530,colonia,50.9333,6.95,-1.69,91,0,2.06,DE,1738566755
531,sao vicente,-23.9631,-46.3919,24.61,88,100,1.13,BR,1738566756
532,pacific grove,36.6177,-121.9166,13.14,94,75,5.36,US,1738566758
533,banda aceh,5.5577,95.3222,29.23,65,43,4.57,ID,1738566759
534,argo,37.6333,22.7333,11.62,85,6,0.41,GR,1738566760
535,kingston,17.997,-76.7936,21.27,91,63,1.86,JM,1738566761
536,zhaotong,27.3167,103.7167,4.69,60,96,2.02,CN,1738566762
537,jiuquan,39.7432,98.5174,-1.01,37,5,3.27,CN,1738566763
538,eastham,41.8301,-69.9739,1.08,92,100,2.06,US,1738566765
539,warner robins,32.621,-83.5999,8.58,93,0,2.57,US,1738566766
540,lamu,-2.2717,40.902,27.65,69,24,6.51,KE,1738566543
541,annaberg-buchholz,50.5795,13.0063,-3.2,92,16,1.49,DE,1738566768
542,noumea,-22.2763,166.4572,26.67,99,89,6.34,NC,1738566769
543,boende,-0.2167,20.8667,27.41,59,86,1.26,CD,1738566770
544,bela,25.9333,81.9833,27.06,25,6,4.78,IN,1738566772
545,puerto san jose,13.9256,-90.8244,23.98,77,29,3.49,GT,1738566773
546,stephenville,32.2207,-98.2023,15.14,58,0,2.57,US,1738566774
547,albion,42.2431,-84.753,1.98,99,100,0.0,US,1738566775
548,bani walid,31.7566,13.9942,11.38,59,4,3.57,LY,1738566776
549,chapayevsk,52.9771,49.7086,-1.94,95,100,4.66,RU,1738566779
550,fada,7.25,4.0667,24.35,87,18,0.56,NG,1738566780
551,litayan,7.3358,124.0347,29.07,68,42,1.47,PH,1738566781
552,itaituba,-4.2761,-55.9836,21.87,99,100,0.82,BR,1738566782
553,mizdah,31.4451,12.9801,9.15,61,0,2.64,LY,1738566783
554,myskhako,44.6714,37.7433,4.38,78,100,1.2,RU,1738566785
555,natal,-5.795,-35.2094,25.12,88,20,3.09,BR,1738566009
556,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-13.23,99,100,1.66,RU,1738566787
557,vendas novas,38.6771,-8.4579,3.81,87,3,2.78,PT,1738566788
558,arezzo,43.4724,11.869,6.87,89,41,2.91,IT,1738566789
559,taltal,-25.4,-70.4833,18.97,84,7,0.88,CL,1738566790
560,shirgaon,19.7,72.7,26.88,45,65,5.54,IN,1738566792
561,tougue,11.4667,-11.6,13.72,22,100,0.23,GN,1738566793
562,tamanrasset,22.785,5.5228,2.95,32,0,1.03,DZ,1738566794
563,taroa,8.7058,171.2275,27.33,76,22,9.82,MH,1738566795
564,xiangcheng chengguanzhen,33.847,113.4778,9.06,30,0,7.67,CN,1738566796
565,el jadid,33.2549,-8.506,14.49,68,100,5.23,MA,1738566799
566,labytnangi,66.6572,66.4183,-23.49,95,100,6.76,RU,1738566800
